"","Comp.1","Comp.2","Comp.3"
"43",100447.694579084,-41152.4644652512,-8288.8951708607
"44",100384.755124474,-41796.7742197798,-9630.05897875509
"45",100320.373691094,-41758.4569292696,-9476.38659630498
"46",101591.711928183,-41699.5089519702,-8645.73065734341
"47",100888.083317886,-41186.4316058788,-8331.22864171326
"48",101764.862104674,-42390.9448759659,-10889.3085011775
"49",102621.64332382,-41087.7575004796,-7485.11061086326
"50",102422.462501075,-40251.1114886678,-5209.80668178301
"51",101875.152185799,-41103.1412426888,-7663.19624923421
"52",102984.571110877,-40350.8433624769,-5528.13642476266
"53",103766.744046445,-40626.0976127802,-5812.01258763091
"54",103865.091377724,-40117.4003753277,-5052.54501133251
"55",104956.20356415,-39655.6655399833,-3686.90758058968
"56",103991.303214301,-38949.5457415683,-2677.87267398095
"57",105754.123075122,-39656.499331503,-3274.15182535782
"58",105429.3993603,-39765.0243632612,-4169.82083578576
"59",105557.535994452,-40648.4616540342,-5814.94124743013
"60",107672.829897168,-39616.9522239237,-2842.64970449796
"61",107302.663983516,-38688.758602065,-870.133819052061
"62",107701.850281153,-39155.668982283,-1302.71257094221
"63",108725.336732139,-39069.2373802049,-529.74135018999
"64",109782.495548261,-39097.0439949021,-104.846621448395
"65",109281.278641086,-38683.6562322691,518.910375024246
"66",110072.298220271,-38753.7391098636,616.63303726137
"67",111168.777430139,-38180.2433078846,2433.46972469023
"68",111383.730249876,-40046.2206222281,-1298.86103066678
"69",111530.443337687,-38754.7337259932,1320.77646193944
"70",112615.862470712,-38217.0643773393,2925.10578198807
"71",113759.650463045,-38403.469506869,3133.17173939339
"72",114559.501110325,-37570.8390904812,4933.17948862428
"73",114978.309475017,-38302.212363786,3597.2984636498
"74",115359.377328859,-38034.4622296149,4716.70149881035
"75",116234.206459401,-36327.0796928759,8951.03568315125
"76",116259.972709529,-35934.6125942275,9504.87042193297
"77",116259.200683197,-36884.1484870706,7505.10381309158
"78",117965.642247832,-37170.9944864605,7662.12409142286
"79",118134.469832233,-38519.9874297372,4290.02674565712
"80",119060.957489018,-37631.1017856552,6895.81961943354
"81",119826.912559434,-37240.7358349882,7574.63868157362
"82",119669.173308193,-37438.3379780562,6824.26689249461
"83",120096.745578804,-38026.2681519623,5754.55100259116
"84",120768.206415877,-38730.5674791843,4115.28122891637
"85",120004.072004998,-38246.2297077603,4974.84852745806
"86",120172.535693339,-39655.5635514829,2252.24461952008
"87",121133.786479325,-41857.3948683824,-1813.33536874818
"88",121353.148058382,-42005.0487072538,-2064.87665899615
"89",121102.623618418,-40224.0941851472,1646.49653929498
"90",121905.715612636,-40017.558350864,2294.79008285133
"91",121770.067751714,-39567.0580357409,2754.82201846106
"92",122353.513997399,-38782.7959262331,5101.64842466294
"93",122819.283627278,-38914.2470179161,4658.85039137516
"94",122824.559222739,-38892.3976024291,4501.96974576585
"95",124224.645397238,-38377.1676708376,6487.99263961677
"96",126277.677805534,-38771.4919421374,6239.35042028848
"97",125558.456263763,-38777.3364388969,5333.12108062036
"98",125610.14734879,-38762.6123579463,6193.54406570849
"99",126118.379019193,-37773.9390541852,8441.8149352858
"100",126284.326836559,-37982.8281439463,7960.4192638888
"101",126807.517353826,-38136.1769403423,8098.06254218379
"102",127467.22328246,-37813.8525695773,8945.81795406913
"103",128140.561707346,-37915.0851403764,8890.06703787259
"104",127786.914269051,-38025.3052999756,8226.33896099692
"105",128621.757312513,-37594.5163187859,9726.03284637566
"106",129927.497076557,-37254.2645203605,10712.1863170601
"107",130566.235753305,-37105.1209985898,11265.5936582724
"108",130851.466839289,-38082.7103250261,8938.16813217816
"109",131021.728741467,-37539.2008807759,10189.9879306131
"110",131557.074717725,-38173.7049757461,9748.77285508884
"111",131717.625136002,-37875.3476338048,10680.051549071
"112",132597.417722998,-37572.618689674,11449.6236096713
"113",132802.572353494,-37204.6929900183,11756.3663928342
"114",133228.409568705,-38137.9316272469,10347.4233115036
"115",133871.481977776,-39312.8861098068,8073.12669984159
"116",134562.521461569,-38787.2978726379,9745.51211543854
"117",135220.085571218,-38568.3301696168,10369.5870250165
"118",136172.284632544,-38871.5698217977,9916.62125221472
"119",135813.349374821,-38924.2658179207,8769.80332025816
"120",136348.970463413,-39810.5325158857,6831.88926877927
"121",136210.526069415,-41533.1270520001,2738.26570160434
"122",136315.221360264,-42623.3772087191,1375.39827401114
"123",135877.102150001,-43319.1562090181,-134.175516040906
"124",137012.712653097,-46968.642346224,-7796.21445119805
"125",137180.081130765,-45923.9048636269,-5663.80264952813
"126",137257.59431855,-44949.7911776464,-3735.9788891929
"127",137308.052854812,-44219.5631923635,-2352.56802824853
"128",137392.853329206,-44003.9373280016,-2277.44922854049
"129",138148.732030124,-46114.5722750647,-6664.37201402841
"130",137763.052227663,-46839.0555697685,-9006.93822400705
"131",136948.525937443,-46105.1823824848,-8299.95274930513
"132",138714.076369839,-45004.9411833153,-4819.06119517872
"133",139638.881122304,-44439.6882402646,-3781.98033624237
"134",139818.846841986,-43497.5245373888,-1758.97784022875
"135",140301.168659071,-44143.1869022928,-2826.741089198
"136",140769.924341086,-43685.8385881466,-1838.54644882633
"137",141199.23727651,-44027.0911592819,-2190.98273122339
"138",142072.539454074,-44309.2252599881,-2492.67555203132
"139",141741.067037039,-43963.8433551876,-2156.66659189637
"140",143136.41348286,-46320.5747694702,-6180.28976056818
"141",143946.46289707,-45970.2534321661,-5364.0687051997
"142",143750.983390072,-44349.2369578186,-2304.06827320372
"143",144856.679529747,-43787.8052436267,-481.742645778546
"144",145637.676251295,-42791.5636502414,1673.79560928245
"145",146537.27691208,-42691.1130503389,2313.35150619
"146",145988.50845045,-42375.4485922344,3181.37750827298
"147",147435.818694998,-42549.3538151871,3692.92709381019
"148",148317.789807876,-42463.5313660943,3811.73562014778
"149",149363.75288393,-42844.2166124721,3390.61949329485
"150",150133.808493479,-43329.8732665784,2884.01235824607
"151",150669.946122279,-44723.3702747979,-503.875716109436
"152",151812.556548126,-42119.8408287151,6062.02859720328
"153",153540.34720183,-42496.0231868464,6268.19244365169
"154",154759.880136148,-42118.2224984162,7267.64715390453
"155",156125.72875032,-42590.8280701929,7831.20152061602
"156",157594.236512408,-42231.6281051895,9467.37713809214
"157",158878.554253434,-41270.4798956122,11680.1291365979
"158",159596.307328163,-41442.9632602595,12673.8085530964
"159",160581.881026666,-41846.0657207029,11939.0140374299
"160",161404.589835603,-42494.5281454502,10033.7227113057
"161",162099.154030041,-42547.1590622495,9949.35052591091
"162",162905.348498046,-42544.8644340204,10138.2211294876
"163",164668.606929391,-42578.5618087077,9824.13615855065
"164",164430.245400177,-43501.8847360046,7272.35845273665
"165",165400.347170198,-42644.202102164,8778.9955606622
"166",168040.756804907,-42289.3449589078,9893.80586974224
"167",170462.544663848,-43359.4083625612,8707.78643261949
"168",170946.348875138,-45134.1825138626,4175.62288579102
"169",172814.969061322,-46487.4319995865,1367.09703732115
"170",173429.534870432,-47706.2425794196,-331.952000123574
"171",174355.645139363,-47230.2551354579,600.612859256811
"172",174683.50946498,-45651.4697922755,2816.98090641206
"173",176638.109635999,-46042.5614137069,2268.15321745258
"174",177683.861580605,-46565.2136039515,1089.20723386793
"175",179276.579602849,-46676.4919581469,378.187397682641
"176",180795.46941702,-48789.4922128118,-4133.04474641584
"177",181257.494052934,-49986.6640037681,-7118.30995051052
"178",181337.319487132,-52062.2819901384,-12417.3154838288
"179",182398.37703289,-55904.1333541592,-20902.9883372682
"180",182038.227204114,-59703.0123626341,-30632.5753056267
"181",182226.136436488,-60294.2973727263,-32401.2123835714
"182",181366.891002712,-60972.127842375,-33940.4013982727
"183",178891.078798221,-60976.5941647205,-34997.6189927034
"184",179223.22043652,-59396.6921631866,-31932.0740638161
"185",178613.154757794,-57672.1699982876,-28358.6885804268
"186",178547.897763832,-57338.1613985413,-27756.9558084672
"187",178667.69823121,-53780.6163234967,-20340.3502061626
"188",179695.554915193,-54753.5517988783,-21268.4138285754
"189",179755.565461122,-54378.4202566605,-20249.7398096715
"190",179431.756522408,-52789.020698897,-16880.6419113811
"191",179146.983782348,-51226.8856006914,-14136.876572912
"192",179581.20944397,-49384.6369838507,-10353.5630980998
"193",181480.370638331,-49640.7607219452,-9066.8764459298
"194",181505.08424162,-48584.5517857407,-5591.12159437281
"195",182914.332644645,-49558.5989276164,-6918.77823607269
"196",184258.203953777,-50205.558789674,-8030.93935866088
"197",184965.439532072,-51643.5484111666,-10702.7321606079
"198",186602.845070917,-51832.7360679369,-10705.0717905001
"199",187659.046745205,-51649.7777876683,-10206.5850117469
"200",187951.048533132,-51610.8589615436,-9700.93422384425
"201",188995.681289263,-53014.2487887101,-11882.885087932
"202",189299.4516487,-52818.2387968225,-12404.3030058969
"203",190818.811259148,-51595.6853046589,-9313.15717471635
"204",193123.289080719,-50607.7071787717,-6473.32501142213
"205",193567.165686361,-52472.9213154406,-10364.7975377044
"206",195713.116641475,-56421.9829984048,-16079.0099205144
"207",195651.58252082,-50564.3905937207,-3498.68961153378
"208",196778.360388758,-50867.3024025481,-4391.37197545943
"209",197768.641082591,-51843.9144245628,-5904.52914860552
"210",199004.155281862,-50833.8389481913,-3072.5190468226
"211",200059.485937593,-50517.1837585077,-2914.91244588036
"212",201068.97913663,-51155.6489760814,-3515.21211683627
"213",202463.797154468,-51377.5337737114,-3582.1357849693
"214",204150.822320638,-50664.4020387285,-1910.41866639049
"215",205555.108756202,-50220.1106527315,-1001.23378874126
"216",207580.329048507,-50588.738955656,-1307.48079738389
"217",205893.77446132,-49592.8928976892,-1225.7468487063
"218",208786.436756391,-52328.0447182466,-4677.24499568916
"219",210518.196133353,-50352.1764749857,460.596038281309
"220",214031.623524889,-48979.2182493176,4624.18596000687
"221",215403.196816646,-49107.8140976634,4407.352526055
"222",217381.200923292,-48953.2679344749,5135.18255474151
"223",218425.033744586,-50400.1604820059,1322.20397413705
"224",220771.150360029,-50567.9307644711,1954.68663176975
"225",221698.655967803,-48757.2431218973,5398.83885552929
"226",224637.542915773,-49162.372442895,5049.69767816527
"227",227108.451368571,-48977.4858430552,4903.33198512037
"228",229759.748950639,-50170.0622529116,1663.98928280183
"229",230293.870414966,-50124.374368059,798.111830325423
"230",231321.935331527,-50840.1699674897,653.590659234584
"231",235231.150744993,-51128.7365817734,1829.13811907251
"232",235365.071167028,-54263.0277135073,-6778.06361958409
"233",236715.246371301,-50033.8705241515,2979.20627946765
"234",237933.659560603,-50737.0709032442,1207.17762317684
"235",239709.454121731,-51709.529370571,-1483.47938321668
"236",240967.924773206,-52568.1689295618,-3356.5963899107
"237",241843.029688966,-51931.3961534832,-2265.81914612933
"238",243105.056318047,-52808.5072774466,-4670.7559665655
"239",244458.080044209,-53096.6980644286,-6372.4443749481
"240",245958.279777059,-53732.9938271059,-8444.40625505048
"241",248196.667869766,-52899.0483584749,-6336.78260588148
"242",248176.291862593,-53559.0409794376,-7033.44457482464
"243",247458.96413505,-54353.7369272004,-10079.3322993925
"244",248780.933137398,-59963.7321045239,-23787.0977608231
"245",249150.218115662,-65393.3245221638,-35822.7589551225
"246",249929.764083306,-64425.1526166228,-34449.0424269738
"247",251664.069514116,-61283.2676477438,-27667.6502643276
"248",251639.493069198,-59669.880594888,-23174.9889934527
"249",253853.010932929,-56799.2614634432,-16359.2262060813
"250",255942.660118111,-53832.3734555746,-9857.93540894569
"251",255741.106987499,-52121.0108538181,-6462.58945487693
"252",258749.420243315,-51998.7569766554,-5815.49593609593
"253",259581.77529706,-52285.1039517825,-6149.2606483121
"254",260199.285842219,-53718.8058085979,-8282.95970792028
"255",260182.453395654,-52205.0742316751,-5549.88707261657
"256",261271.948231038,-52204.138030607,-5755.56352528383
"257",261563.378686692,-52670.7165038984,-6865.15045521372
"258",262344.217471932,-53576.9242619232,-9158.69035408352
"259",263729.381303364,-53133.313966232,-8767.12045567971
"260",264446.061808164,-54224.4405119746,-11520.620213732
"261",265064.863526855,-55708.4387584396,-14785.2947368795
"262",264430.440024355,-56789.5330974624,-17958.7865094546
"263",264951.49710097,-57657.8150646158,-20730.1520127562
"264",264412.294188571,-59561.3688104085,-26451.9368309587
"265",268476.272653139,-58717.853090602,-23991.19778692
"266",268812.025463623,-59113.9282803867,-23405.105472948
"267",269562.919742922,-61020.1695344485,-26317.0160825279
"268",270761.207086686,-62620.9173482979,-30520.8923579869
"269",270534.9260938,-62093.7039856614,-30022.6744308443
"270",269962.276725318,-62686.6222011893,-32604.938273818
"271",269712.725242784,-60812.2626513159,-29438.8479027817
"272",269351.735525307,-64112.1310781708,-36990.4573363846
"273",270163.923164562,-66406.7899485085,-40963.3962191084
"274",269491.863453138,-65287.2516653388,-40289.5025281592
"275",268305.572564428,-60857.7622604952,-32682.7457831016
"276",268026.811401234,-55772.2051174056,-23420.3781470063
"277",268900.003195679,-54538.4405938178,-19760.4973736165
"278",267272.797732752,-53847.1413854639,-18296.1485483485
"279",268722.360798228,-53475.1365321784,-16598.4014069052
"280",270191.043061946,-54391.0701978552,-18519.8061150641
"281",271400.583598355,-52487.7579933803,-14166.298796257
"282",274812.507445846,-51224.579234283,-10082.9700319501
"283",275087.043238032,-48479.2906578121,-5109.17736829409
"284",276233.664446163,-50521.8525089892,-8729.13274085518
"285",278473.004568586,-49239.2614981329,-4495.57269615201
"286",281086.095039197,-48719.151580667,-3035.9612054454
"287",283286.059691084,-47950.2189572383,-1353.35449635217
"288",285402.442571416,-46210.2620578459,2311.79436920451
"289",286839.366171892,-45113.7581943775,5193.87830614819
"290",287479.68382401,-45411.0388247416,7357.29066443372
"291",290263.925551064,-45906.7874531609,6262.76021438762
"292",292210.699152035,-47005.9915313303,3324.22237038672
"293",294439.292047908,-46796.5269279657,4986.11327107292
"294",295937.423094428,-46530.4433767372,5233.79139678172
"295",296921.917569673,-46803.0196370057,5241.99632881958
"296",298162.310958748,-49102.4097876275,1442.63578075617
"297",298929.438305301,-49102.4058007598,695.261347957402
"298",300401.941000802,-50624.2377951604,-2241.83539719428
"299",302697.034832818,-49579.8396757943,-55.1557202112883
"300",302862.213304738,-47414.1717926068,2618.66722988021
"301",303677.356751836,-46522.6101889034,4675.21891681191
"302",304356.950052506,-48163.3616113447,1970.02375780986
"303",305418.728722545,-47248.1810595454,3824.87853683867
"304",306674.951206869,-47828.4257356059,1472.16627746217
"305",308593.119847735,-47457.8319242712,2705.71357763683
"306",309063.738618536,-46811.8945263503,2275.38743070461
"307",309554.964799639,-45471.4497076031,4075.61965762157
"308",312686.008402706,-47235.8901348527,1377.92811311123
"309",315625.206653865,-46870.953103807,1050.80275988346
"310",315676.406062485,-46286.9800739155,1073.12786874368
"311",315908.958559094,-45067.5732829867,2802.52487808283
"312",317494.209816603,-43929.5775454137,3987.1266390446
"313",319326.825651361,-42994.9428432188,7084.80116339351
"314",318728.657933531,-43602.5471234595,6317.55437297555
"315",320259.885723831,-43917.6945164715,4714.38461730295
"316",322529.569264217,-43733.5529408037,4720.16766942248
"317",322397.410199553,-43371.0215368414,4400.79152925385
"318",323894.657237526,-41693.1968855049,6666.47742370346
"319",325841.076428054,-40659.1023063258,8080.08817053513
"320",326976.871631967,-43457.187787435,2146.72465324173
"321",331949.075929438,-42108.2078042647,4640.52461131328
"322",330999.570073075,-40748.1417812307,5728.72248335523
"323",330679.670324345,-38844.9352598724,8152.12716126938
"324",333580.013808135,-37769.8024897538,9685.51434756566
"325",329390.189981021,-36946.262164256,10021.7546229134
"326",332737.003917484,-38314.0430357021,11168.4898501241
"327",333894.128244039,-37200.8770739149,13412.5299650479
"328",335711.949327043,-36673.2288867534,12889.1301865506
"329",337087.414797609,-36466.034736145,13584.36580851
"330",339327.447321108,-35468.2742246545,14927.9860633406
"331",341885.57300075,-35165.347745911,15691.32895796
"332",342398.968615623,-35344.5172960842,14680.4357890152
"333",344160.232778946,-34058.7673714947,17214.7108642471
"334",346048.662415273,-33350.7240701735,18545.2883414275
"335",347181.613715886,-33443.3439292896,17676.3934924936
"336",349991.348478442,-33931.4835639887,16276.0747256195
"337",351407.093265776,-35127.1528640166,13880.8013873172
"338",352868.275706083,-34960.7744190013,16845.1215998273
"339",355040.234032618,-33993.4238493646,19247.6536406361
"340",356148.93722224,-33959.1824758405,18244.473173913
"341",357575.261014087,-34184.0358515574,18198.0750032965
"342",360855.39737556,-33559.7509949291,19485.1752673286
"343",361994.836001661,-34137.6674562239,17547.5114516858
"344",363583.219769783,-33922.7298609628,18608.0902783604
"345",364593.216746166,-33213.3423459755,20104.6432262915
"346",366071.048091055,-32384.130652836,22267.5023400291
"347",367346.596578809,-32132.1891981038,22528.0393371547
"348",372572.971222976,-32150.3008038104,22880.8790550728
"349",373501.825939843,-32308.7544407245,23209.7202666405
"350",372211.799435358,-34102.9039689126,20934.1153744932
"351",373608.263945606,-35012.267640073,18256.9419619237
"352",376436.21757465,-34064.9478714421,20020.2847027181
"353",376483.110051304,-34905.6731749275,18208.3462047334
"354",378590.803590378,-35214.3441734315,17073.4587796274
"355",379163.962595241,-35184.0978279565,15496.1384468329
"356",381129.757223505,-35087.8017906717,17378.1325835992
"357",381087.685840962,-35126.4091985472,16958.2195879184
"358",380331.48565094,-36878.7384026362,12961.3030098433
"359",383057.188017851,-35081.5107953719,16878.2086040773
"360",385352.512258713,-35633.0572713551,14345.5055457223
"361",384982.366976821,-35892.35466689,13403.3033949971
"362",385343.377209129,-36967.3387147652,14219.8599713026
"363",387771.63554064,-36039.3117766002,16178.1244590678
"364",387509.161817211,-36082.9808463162,13117.9554590967
"365",389356.485906904,-36114.8221375397,14379.7436474733
"366",390153.983755059,-35833.4202967821,13369.1262455581
"367",391776.833559674,-35870.1413186723,12616.3433221068
"368",393158.374748424,-36922.3131170354,10492.0488859137
"369",393204.030331467,-36940.6780720623,8484.62012338654
"370",394516.664827311,-38973.4035982353,4141.85273715864
"371",392739.478246348,-39403.0696398557,377.955847203212
"372",392188.748300527,-40223.3125157296,-1129.05559184494
"373",389376.862028966,-40604.3080464994,506.880289291338
"374",390218.193629196,-44092.7495477173,-5107.29846636711
"375",388621.343471129,-44326.4970713486,-7711.26021101131
"376",390252.321152752,-41933.1657119904,-2764.52039503541
"377",389964.69169024,-40810.0261721996,190.676346813645
"378",388739.215664782,-38840.4016905404,2319.60680851797
"379",392318.908234764,-38496.9310941657,4513.72076759551
"380",391631.029289978,-39066.790694676,2297.86956937722
"381",391306.204858722,-38516.5202763006,3297.10422923065
"382",391231.828132843,-38303.331325757,3595.95431100258
"383",392066.571923654,-39245.2291150551,477.137081500147
"384",391656.208226503,-38675.4409622751,-1790.34748908411
"385",392938.240618529,-37985.2719099256,1369.33184638892
"386",392954.797293632,-38426.2076666962,1168.48510191018
"387",394364.617864754,-37387.3709428984,3201.03477322504
"388",395245.599373049,-37694.42982636,5218.98686591108
"389",394640.031896292,-37769.4926503479,5069.89563091181
"390",396368.00012369,-37538.8764606478,5092.0240638838
"391",398641.247900233,-38943.3934691567,2555.80807995234
"392",396544.656890801,-36027.8431504653,6814.09590926085
"393",398552.029366961,-36226.2829257026,6004.48222603309
"394",399639.800508894,-33315.0812768774,11541.9811071347
"395",399725.556551026,-31420.0058213034,13511.4375956261
"396",402869.453463543,-29320.3651877832,17331.3846696927
"397",401954.191232482,-29921.5658039782,16646.7804516851
"398",402078.823175675,-30267.5969588163,17938.2330895767
"399",402189.078471376,-30724.8521723154,15967.9473664061
"400",404451.577883071,-30140.431090235,15891.6416329332
"401",404367.013216301,-29378.0202378496,17541.1698284566
"402",406645.363000238,-28917.3884109031,18089.3126553196
"403",407465.867887982,-28851.6416836666,16944.7667090093
"404",408356.059276939,-28179.9505803336,18544.3598105566
"405",409547.182530328,-27547.7439009519,19165.9977707638
"406",411734.48539754,-28140.4215791813,18227.3699875337
"407",412932.153654436,-26886.3705446958,19700.4787038242
"408",415113.144008619,-25013.5462279428,22587.4737859436
"409",416634.928667861,-27924.0519841527,17976.2532726278
"410",417924.186241779,-27378.4678109206,19881.9557718888
"411",420482.74001867,-26259.5999239631,22441.4400693928
"412",422370.234535625,-26109.6698126045,21366.2084295117
"413",424610.344988038,-27609.2859298878,19899.6930824988
"414",427647.22646866,-25899.3366849211,22835.4916209285
"415",428276.386861322,-25850.0056433195,22497.0106602352
"416",432357.240191734,-25771.4926696975,24405.7936032997
"417",434292.129854686,-24890.2802062385,25285.4578645463
"418",437319.849097398,-25146.3806187726,25414.4172884354
"419",440000.80541139,-24454.6562289541,26610.214858045
"420",443174.181485525,-23583.1644149353,27786.7084819338
"421",444660.962472213,-24627.3729121186,26727.4092146435
"422",444511.958817091,-25765.8013854736,26188.9304316685
"423",446906.744794397,-25364.1519539889,25860.3243045807
"424",448283.548161099,-25260.3613556601,24300.432052894
"425",451173.377269251,-26609.9193699056,22100.27063654
"426",453195.151485063,-26121.4035951303,23129.1392761806
"427",452697.665523062,-26214.167170511,22153.884768509
"428",456532.466790089,-25509.3364684599,25213.6679801101
"429",458831.549439299,-25950.2825150663,24682.9123148372
"430",459624.986821229,-26393.081033484,23378.3400647224
"431",462276.72771361,-26481.9486133585,23032.8953189869
"432",465087.358209715,-24972.520901583,25028.8250425219
"433",463995.498059628,-25687.7923377015,23130.650596868
"434",464659.797591,-26674.0410051186,23187.6293640896
"435",468570.324531702,-27100.6370668772,22263.4503947962
"436",469485.77344681,-24582.8312962886,25943.7319627999
"437",472387.285619961,-24203.4930977361,28537.3200113467
"438",473366.581340689,-23472.7025576405,28709.5264741999
"439",476023.154873827,-22920.973425991,29644.2717813966
"440",475743.965832045,-22360.6560965283,30437.0841156095
"441",478510.858722618,-23333.8984962896,29528.3208798239
"442",480575.159483057,-23319.9411035318,30256.8149126809
"443",483475.024818051,-23027.3005643364,31044.3945173577
"444",483554.526208922,-22765.1637041323,28094.7478277278
"445",485239.700428043,-22175.8542284838,30650.8390404851
"446",488527.665934496,-21952.3955728422,34480.1380775946
"447",488846.140331517,-21692.3872836222,34643.4275679742
"448",491448.830471743,-22175.2336902242,34026.9760177865
"449",491697.538495462,-21773.9547204505,34320.5424587849
"450",496486.757067331,-21751.1791809615,35114.0011327408
"451",499519.424397676,-21264.5215698262,36469.7016700133
"452",500017.446690892,-21732.5447965133,34984.9516693163
"453",502400.186085871,-20782.7610349079,37550.4416415692
"454",503022.582870802,-20313.4962920026,38141.0344198866
"455",508727.602342715,-20435.3681603659,38311.9316559746
"456",508610.432879755,-18635.0317071787,37810.7991980268
"457",508964.41924349,-19570.1415818141,37024.4508799224
"458",511262.952316801,-20521.6627780165,38454.0607919299
"459",512320.84967815,-19831.6614038766,39213.8293260414
"460",514920.442119659,-19061.0231735158,40131.6153924052
"461",515580.040100479,-19234.2957728108,40322.7730472718
"462",516053.365070025,-20211.3747016349,36425.4944319065
"463",516142.398521958,-19247.4038096773,36833.5453762671
"464",519228.207892506,-18006.6165980533,40399.8590215963
"465",522528.323860618,-17231.5831379362,42072.3746367099
"466",524420.728328668,-17191.2358016058,41831.4287346498
"467",527173.686908759,-17036.4632302905,41635.8664300381
"468",529082.801112187,-15932.8969105045,42119.8332047474
"469",530728.745014715,-16640.1240355431,41030.1656519695
"470",533240.722660445,-15273.2870033206,45157.291688245
"471",534590.63659166,-15017.2212228313,45026.9723874548
"472",535695.350917152,-14882.0399734056,44172.6796643064
"473",539539.252192438,-13884.6806114836,46039.5206692277
"474",540578.479772902,-12987.1324358708,47127.3176193907
"475",543753.143453609,-13109.6867767124,47073.0939439156
"476",546531.006008141,-12146.6837308366,48569.8253763529
"477",547997.877080599,-11625.1226554885,48575.9916510078
"478",551962.969590989,-11287.3951197869,49106.6864658085
"479",555695.456433802,-8647.40751367945,50402.3951484208
"480",563544.925691957,-5705.25662266085,51335.8382971326
"481",566406.043211002,-7531.8687389133,50734.5105260333
"482",561517.673525899,-9345.64140851616,49138.9678593606
"483",564578.201980338,-8886.83521577878,52650.8276205192
"484",567131.993366355,-8717.23876219448,53630.1720353179
"485",567723.368398877,-8625.77134644059,51722.4719461921
"486",577988.926792053,-10104.5667700029,51844.5124625473
"487",575605.444257258,-8508.20473343116,49839.4139193305
"488",578165.581628981,-9600.13881848783,47621.32273468
"489",583252.140112005,-8828.91531846588,50310.7181459301
"490",583783.885626169,-7681.18119234439,49540.7515772475
"491",586087.752452048,-9529.98483215908,44887.6255445448
"492",588301.516858198,-9711.07615835601,43521.4723452692
"493",586290.685922773,-8677.25363534379,43682.5368917501
"494",587112.366383855,-11072.5824942337,39912.4936724723
"495",585988.369319944,-11813.1355279878,37107.0773802409
"496",586008.115218603,-10910.4379109975,35233.4051511924
"497",588038.726914227,-10326.7516640197,36119.7832394013
"498",585957.676120507,-9892.73674242985,34865.7262490233
"499",585869.940219236,-8717.24332435561,34538.1509264965
"500",588961.291904926,-7541.49661403389,34819.9169948769
"501",588387.378780553,-5667.51092437156,27965.892037698
"502",594376.17605085,-10375.2801263934,23988.1214514575
"503",592688.144982285,-6975.77262121736,27792.5780582515
"504",592286.878859054,-3693.24305158117,31644.6017368073
"505",590531.113981971,-2583.03618952611,32556.1105047537
"506",593091.988725171,-1995.79952572443,34411.1082918044
"507",592019.120995261,-2631.46422263053,31631.2792508937
"508",595027.512757932,-3237.85105315686,30407.2832861762
"509",595597.179871961,-1446.38725642329,33256.0827455935
"510",596419.475312929,905.077113180473,36303.7250660483
"511",599843.149182415,1621.11451695247,36746.0483464712
